filename, row_num, aid, status, num_context_saved, message
NMMLSC_AW20130207_ToBroad.xlsx, 1015, 1453, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 1020, 2833, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 1025, 488973, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 1030, 504476, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 1035, 1480, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 1037, 1483, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 1039, 2830, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 1044, 488974, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 1049, 504477, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 1054, 1325, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 1059, 1326, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 1065, 1689, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 1070, 1690, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 1075, 1818, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 1076, 1818, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 1077, 489002, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 1082, 489003, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 1087, 504566, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 1092, 504569, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 1097, 463089, nothingToLoad, 0, null, 
NMMLSC_AW20130207_ToBroad.xlsx, 1100, 1529, success, 19, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1106, 1530, success, 19, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1112, 1531, success, 19, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1118, 1683, success, 0, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1122, 1892, success, 19, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1128, 1893, success, 19, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1134, 1894, success, 19, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1140, 1895, success, 19, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1146, 1896, success, 19, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1152, 1897, success, 19, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1158, 2145, success, 19, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1164, 2150, success, 19, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1170, 2151, success, 19, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1176, 764, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 1181, 1339, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 1186, 1772, success, 2, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1192, 2039, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 1197, 2048, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 1202, 2051, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 1207, 2376, success, 9, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1212, 2393, nothingToLoad, 0, null, 
NMMLSC_AW20130207_ToBroad.xlsx, 1217, 2372, success, 10, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1223, 2373, success, 9, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1228, 2378, success, 9, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1233, 2374, success, 10, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1237, 2375, nothingToLoad, 0, null, 
NMMLSC_AW20130207_ToBroad.xlsx, 1242, 2418, success, 8, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1244, 761, success, 9, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1249, 1333, success, 9, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1254, 1334, success, 9, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1259, 1758, success, 9, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1264, 1762, success, 9, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1269, 1772, success, 0, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1270, 2009, success, 9, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1275, 2019, success, 9, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1280, 2020, success, 9, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1285, 2021, success, 9, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1290, 2022, success, 9, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1295, 2037, success, 9, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1300, 760, success, 0, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1305, 1337, success, 0, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1310, 1763, success, 0, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1315, 2033, success, 0, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1320, 2045, success, 0, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1325, 2046, success, 0, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1330, 759, success, 9, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1335, 1335, success, 9, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1340, 1759, success, 9, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1345, 1761, success, 9, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1350, 2038, success, 9, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1355, 2042, success, 9, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1360, 2043, success, 9, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1365, 2047, success, 9, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1370, 2050, success, 9, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1375, 2053, success, 9, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1380, 602146, nothingToLoad, 0, null, 
NMMLSC_AW20130207_ToBroad.xlsx, 1381, 602148, nothingToLoad, 0, null, 
NMMLSC_AW20130207_ToBroad.xlsx, 1382, 588410, success, 6, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1384, 588427, success, 6, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1386, 758, success, 0, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1391, 1336, success, 0, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1396, 1760, success, 0, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1401, 2031, success, 0, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1406, 2041, success, 0, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1411, 588384, success, 10, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1416, 588385, success, 10, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1421, 588387, success, 10, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1426, 588388, success, 10, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1431, 588394, success, 1, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1436, 588479, nothingToLoad, 0, null, 
NMMLSC_AW20130207_ToBroad.xlsx, 1437, 588622, nothingToLoad, 0, null, 
NMMLSC_AW20130207_ToBroad.xlsx, 1438, 588624, success, 10, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1443, 588626, success, 10, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1448, 588628, success, 10, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1453, 588630, success, 10, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1458, 588631, success, 1, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1463, 602137, success, 8, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1466, 602145, success, 8, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1469, 757, success, 9, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1474, 1340, success, 9, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1479, 1769, success, 7, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1482, 2027, success, 9, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1487, 2040, success, 9, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1492, 2055, success, 9, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1497, 1009, success, 8, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1501, 1324, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 1504, 1329, success, 8, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1508, 1693, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 1509, 1776, success, 4, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1511, 1008, success, 8, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1515, 1320, success, 8, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1519, 1324, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 1522, 1693, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 1523, 1776, success, 0, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1525, 2080, success, 8, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1529, 952, success, 8, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1533, 1324, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 1536, 1330, success, 8, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1540, 1693, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 1541, 1776, success, 0, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1543, 588716, success, 6, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1545, 504627, nothingToLoad, 0, null, 
NMMLSC_AW20130207_ToBroad.xlsx, 1546, 1776, success, 0, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1548, 1324, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 1551, 951, success, 8, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1555, 1327, success, 8, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1559, 1693, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 1560, 2077, success, 8, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1564, 504598, success, 10, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1570, 1007, success, 8, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1574, 1322, success, 8, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1578, 1324, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 1581, 1693, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 1582, 1776, success, 0, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1584, 950, success, 8, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1588, 1324, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 1591, 1328, success, 8, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1595, 1693, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 1596, 1776, success, 0, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1598, 2075, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 1602, 2081, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 1606, 2084, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 1610, 2086, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 1614, 527, success, 1, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1618, 700, success, 1, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1622, 1014, success, 1, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1626, 1015, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 1630, 1500, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 1633, 1506, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 1639, 1507, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 1645, 1200, success, 5, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1647, 1197, success, 5, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1649, 1198, success, 5, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1651, 795, success, 5, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1653, 1069, success, 6, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1657, 1196, success, 5, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1659, 1198, success, 0, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1661, 1260, success, 0, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1663, 529, success, 15, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1668, 576, success, 10, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1670, 702, success, 15, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1675, 1998, success, 0, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1676, 528, success, 14, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1680, 703, success, 14, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1684, 1210, success, 21, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1692, 1221, success, 21, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1700, 1989, success, 2, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1704, 1211, success, 21, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1712, 1219, success, 18, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1721, 1223, success, 21, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1729, 1226, success, 18, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1738, 1212, success, 21, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1746, 1213, success, 14, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1752, 1224, success, 21, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1760, 1314, success, 14, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1765, 1313, success, 13, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1769, 1312, success, 13, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1773, 1311, success, 14, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1778, 1207, success, 13, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1782, 751, success, 15, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1786, 1062, success, 15, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1790, 1824, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 1791, 765, success, 14, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1799, 766, success, 19, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1807, 762, success, 19, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1815, 763, success, 19, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1823, 698, success, 12, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1826, 441, success, 19, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1834, 520, success, 19, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1842, 805, success, 0, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1843, 723, success, 19, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1851, 725, success, 19, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1859, 724, success, 19, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1867, 699, success, 12, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1870, 863, success, 12, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1873, 440, success, 19, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1881, 519, success, 19, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1889, 722, success, 19, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1897, 362, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 1901, 1061, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 1904, 1076, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 1905, 1202, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 1906, 1206, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 1907, 1218, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 1908, 1341, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 1913, 2036, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 1918, 2125, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 1919, 2132, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 1920, 588369, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 1922, 602489, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 1923, 623928, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 1924, 624333, fail, 0, aid found in cell not a number or not in must load list, 
